quarter,pdvmil,wara,ngov,ndef,ngdp,pgdp,rgdp,rcons,rcdur,rcnd,rcsv,rcndsv,rinv,rinvfx,rnri,rres,rgov,rfed,rdef,rsl,ngdp,ncons,ncdur,ncnd,ncsv,ncndsv,ninv,ninvfx,nnri,nres,ngov,nfed,ndef,kcdur,tothours,milithours,totpop,fr25_64pop16,fr25_64pop,tothoursces,nwmfg,pman,cpi,ppi,pbus,nwbus,BAA,tb3,romerexog,amtss,amtbr,spf_rfedlag,spf_rfed0,spf_rfed1,spf_rfed2,spf_rfed3,spf_rfed4,spf_rsllag,spf_rsl0,spf_rsl1,spf_rsl2,spf_rsl3,spf_rsl4,spf_ndeflag,spf_ndef0,spf_ndef1,spf_ndef2,spf_ndef3,spf_ndef4,spf_pgdplag,spf_pgdp0,spf_pgdp1,spf_pgdp2,spf_pgdp3,spf_pgdp4
1968.5,0,0,210.9,89.3,919.3,27.92697005,32.918,29.613,14.833,40.79,29.131,32.81733883,21.915,21.959,18.66,33.482,53.578,73.136,89.282,41.568,919.3,567.3,87.5,202.8,276.9,479.7,139.7,132,93.2,33.2,210.9,111.7,89.3,14.47929,156.8454805,6.496,200898,0.639999986,0.441250026,156.198,2.900000095,34.22078323,35,34.29999924,31.183,20.698,6.863333225,5.196666718,0,0.172000006,0.286000013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1968.75,0,0,214.6,89.7,936.2,28.31820932,33.06,29.748,14.745,40.799,29.454,33.03563415,22.143,22.499,19.212,33.9,53.622,72.689,88.483,41.927,936.2,576.2,87.8,205,283.4,488.4,144.4,138.3,97.4,34.8,214.6,112.6,89.7,14.746,157.3217862,6.364,201466,0.638999999,0.441500008,156.811,2.956666708,34.38296509,35.43333435,34.5,31.615,21.109,7.026666641,5.586666584,0,0.172000006,0.286000013,.,.,.,.,.,.,.,.,.,.,.,.,79.67816089,80.44022988,80.79885057,80.85287356,80.99080459,80.98275861,122,123.3253012,124.2891566,125.1686747,126.0120482,126.8674699
1969,0,0,216.5,88.9,960.9,28.61439504,33.581,30.081,15.023,41.252,29.717,33.35958727,23.602,23.208,19.781,35.12,53.674,72.285,87.542,42.268,960.9,588.4,90,208.8,289.6,498.4,155.7,144.2,101,35.8,216.5,112.1,88.9,15.00633,158.130784,6.271,201881,0.638000011,0.44174999,158.767,3,34.80464172,35.86666489,35,31.955,21.202,7.376667023,6.093333244,0,0.175999999,0.298000008,.,.,.,.,.,.,.,.,.,.,.,.,80.0031746,80.48888888,80.59365079,81.09047618,81.02380952,.,123.5409836,124.7213115,125.5245902,126.4590164,127.2786885,.
1969.25,0,0,219.4,88.3,976.1,28.98245197,33.679,30.274,14.983,41.342,30.082,33.62667879,23.414,23.31,19.995,34.743,53.45,71.132,85.578,42.623,976.1,599.8,90.4,212.2,297.1,509.3,155.7,146.4,103,36.7,219.4,112,88.3,15.25139,158.5376169,6.33,202331,0.637000024,0.442000002,159.22,3.039999962,35.16144562,36.43333435,35.5,32.363,21.743,7.586666584,6.196666718,0,0.175999999,0.298000008,.,.,.,.,.,.,.,.,.,.,.,.,80.25714282,80.53749999,80.90714285,80.79107142,80.44339622,.,125,125.9298246,126.9824561,127.8070175,128.6428571,.
1969.5,0,0,224.9,90.8,996.3,29.39631772,33.892,30.42,14.94,41.497,30.321,33.83950939,23.955,23.698,20.535,34.459,53.525,71.182,85.448,42.713,996.3,610.1,90.6,216,303.5,519.5,160.3,150.1,106.9,38.9,224.9,115.4,90.8,15.47803,158.951531,6.36,202877,0.635750055,0.44174999,159.807,3.099999905,35.45338058,36.93333435,35.76666641,32.697,22.21,7.916666985,7.023333549,0,0.175999999,0.298000008,.,.,.,.,.,.,.,.,.,.,.,.,78.74827585,79.21206896,78.87241379,78.47413792,77.95,.,127,128.4827586,129.5862069,130.637931,131.5172414,.
1969.75,0,0,224.9,89.9,1004.5,29.77796223,33.733,30.662,14.882,41.775,30.696,34.17349617,22.665,23.099,20.412,31.939,52.739,69.277,83.658,42.625,1004.5,622.1,90.8,219.7,311.5,531.2,154.1,148.3,107.6,39.4,224.9,113.6,89.9,15.683,159.5560856,6.29,203500,0.634500027,0.441500008,159.409,3.140000105,35.81018066,37.5,36.09999847,33.082,22.681,8.373332977,7.353333473,0,0.175999999,0.298000008,.,.,.,.,.,.,.,.,.,.,.,.,80.27499996,79.68749999,78.61785714,77.72142856,77.22678571,76.48035714,129.0175439,130.5263158,131.8421053,133.0350877,134.1929825,135.2631579
1970,-5,0,229.8,90,1017.1,30.19893112,33.68,30.851,14.654,42.133,31.022,34.51334514,21.956,23.016,20.293,32.003,52.455,67.908,81.434,43.021,1017.1,633.2,89.6,224.5,319.1,543.6,150.7,148.8,108.1,39.5,229.8,115,90,15.86125,159.1887072,5.973,204008,0.633249998,0.441250026,158.214,3.173333406,36.29673386,38.09999847,36.63333511,33.404,23.123,8.756666183,7.210000038,0,0.164000005,0.286000013,.,.,.,.,.,.,.,.,.,.,.,.,79.19482758,78.14827586,77.08275861,76.50172413,75.45517241,.,130.6896552,132.0517241,133.2413793,134.4310345,135.4655172,.
1970.25,-3,0,230.6,86.6,1033.1,30.61853531,33.741,30.992,14.823,42.107,31.217,34.62987221,22.024,22.505,20.182,29.87,51.777,65.781,77.587,43.251,1033.1,643.1,91,226.5,325.6,552.1,153.9,148.8,109.4,40.3,230.6,112.7,86.6,16.02826,158.10364,5.775,204607,0.632000029,0.441000015,157.089,3.216666698,36.52379227,38.6333313,36.83333206,33.829,23.428,8.976666451,6.676666737,0,0.164000005,0.286000013,.,.,.,.,.,.,.,.,.,.,.,.,77.2458333,76.47499999,75.76666666,74.76458333,73.98541666,73.27083333,132.0833333,133.6666667,135.0625,136.3541667,137.5,138.6458333
1970.5,0,0,235.5,86.7,1050.5,30.85984548,34.041,31.263,14.878,42.409,31.57,34.9661373,22.401,22.905,20.285,31.462,52.001,64.808,76.38,44.228,1050.5,655.1,92,229.7,333.4,563.1,156.1,151,110.6,40.6,235.5,112.7,86.7,16.1933,156.7886101,5.535,205295,0.63075,0.440750003,155.755,3.266666651,36.8157196,39.03333282,37.03333282,34.031,23.859,9.409999847,6.326666355,0,0.164000005,0.286000013,.,.,.,.,.,.,.,.,.,.,.,.,77.08909088,76.05272726,75.03090909,74.26111111,73.5037037,73.17547169,134,135.0909091,136.2909091,137.4074074,138.462963,139.509434
1970.75,0,0,238.8,87.1,1052.7,31.25593824,33.68,31.179,13.889,42.905,31.73,35.23883369,21.103,22.927,19.53,34.779,52.002,64.455,75.8,44.451,1052.7,661.8,87.3,234.5,340,574.5,148.9,152.9,107.9,40.8,238.8,113.3,87.1,16.355,156.0592278,5.449,206024,0.629500031,0.440500021,154.983,3.279999971,36.97790527,39.59999847,37.09999847,34.461,24.172,9.276666641,5.353333473,0,0.164000005,0.286000013,.,.,.,.,.,.,.,.,.,.,.,.,75.80144923,74.79420289,74.37536231,74.02028985,74.14347825,74.36086956,135.53,136.8557143,138.1,139.2971428,140.4957143,141.6342857
1971,0,0,241.6,86.1,1098.1,31.72874108,34.609,31.774,15.379,43.08,31.947,35.43508834,23.844,23.44,19.708,36.635,51.16,61.946,72.237,44.653,1098.1,680.8,98.1,235.8,346.9,582.7,171.3,159,110.4,41.5,241.6,112.8,86.1,16.55288,157.1273596,5.248,206668,0.628250003,0.440250009,155.361,3.380000114,37.33471298,39.93333435,37.59999847,34.833,24.625,8.529999733,3.840000153,-0.2,0.152999997,0.277999997,.,.,.,.,.,.,.,.,.,.,.,.,74.78679242,74.67735848,74.34150943,74.89245282,75.25471697,75.93584905,137.3566038,138.7132075,139.9830188,141.3113207,142.5056604,143.6396226
1971.25,0,0,245.3,84.4,1118.8,32.14480678,34.805,32.065,15.729,43.178,32.268,35.67874068,24.582,24.41,20,40.332,50.996,61.053,69.47,44.952,1118.8,694.9,101,238.8,355,593.8,178.8,167.9,113.4,42.3,245.3,113.5,84.4,16.77101,156.1970591,5.053,207260,0.626999974,0.439999998,155.816,3.430000067,37.72394943,40.29999924,38.06666565,35.253,24.92,8.606666565,4.25,0,0.152999997,0.277999997,.,.,.,.,.,.,.,.,.,.,.,.,73.92982454,73.51052631,73.90701754,74.28421052,75.17543859,75.59122807,139.1803571,140.5053571,141.8196428,143.0017857,144.3267857,145.5142857
1971.5,0,0,248.5,84,1139.1,32.46871704,35.083,32.322,16.148,43.09,32.573,35.85229307,24.906,24.872,20.08,42.319,50.964,60.796,68.079,45.063,1139.1,707.3,103.4,240.4,363.4,603.8,183.4,173.2,114.8,43.1,248.5,114.7,84,17.00743,156.4202136,4.931,207881,0.627249956,0.441249996,155.642,3.473333359,38.17806625,40.70000076,38.36666489,35.58,25.367,8.703333855,5.010000229,0,0.152999997,0.277999997,.,.,.,.,.,.,.,.,.,.,.,.,72.01643835,72.29726027,72.90684931,73.45479451,74.12638888,74.73611111,142.5887324,143.540845,144.712676,145.8647887,147.0242857,148.2042857
1971.75,0,0,250.3,83.7,1151.4,32.7278929,35.181,32.859,16.838,43.383,33.086,36.29054971,24.127,25.551,20.51,43.959,50.584,58.915,66.136,45.642,1151.4,723.5,107.3,243.6,372.6,616.2,179.2,179.5,118,43.8,250.3,113.6,83.7,17.263,158.5337824,4.705,208555,0.627499998,0.442499995,156.471,3.513333321,38.21050262,41,38.39999771,35.792,25.575,8.413332939,4.230000019,0,0.152999997,0.277999997,.,.,.,.,.,.,.,.,.,.,.,.,70.8653333,71.34133332,72.37866666,72.89333333,73.67866666,74.16399999,142.2776315,143.3526316,144.5328947,145.7631579,146.975,148.1578947
1972,0,0,259.6,87.7,1190.1,33.23373359,35.81,33.298,17.223,43.526,33.652,36.70772746,25.833,26.7,21.199,46.891,50.768,59.155,65.182,45.792,1190.1,740.9,110.7,247,383.1,630.1,193.2,189.9,123.3,45.8,259.6,119.7,87.7,17.52946,161.0485899,4.554,209061,0.627750039,0.443749994,158.846,3.603333235,38.66461563,41.33333588,39.06666565,36.242,26.163,8.233332634,3.436666727,-9,0.162,0.289000005,.,.,.,.,.,.,.,.,.,.,.,.,71.51746032,72.73650793,73.5126984,74.22539681,75.02857142,75.81803278,142.7181818,144.0818182,145.2954545,146.4878788,147.75,149.1080645
1972.25,0,0,263.9,89.8,1225.6,33.43244497,36.659,33.934,17.656,44.703,34.063,37.37170609,27.414,27.17,21.55,47.811,51.083,60.101,66.208,45.695,1225.6,759.4,114.1,254.3,391,645.3,206.5,194.5,126.3,46.6,263.9,122.6,89.8,17.81094,161.3150166,4.334,209545,0.628000021,0.444999993,159.507,3.666666746,38.98898315,41.59999847,39.5,36.394,26.492,8.223333359,3.769999981,0,0.162,0.289000005,.,.,.,.,.,.,.,.,.,.,.,.,75.94090909,76.61363636,77.21363636,77.4621212,78.11692307,78.44153845,144.9602941,146.2397059,147.4720588,148.7279412,150.0735294,151.3588235
1972.5,0,0,261.6,84,1249.3,33.75574169,37.01,34.457,18.11,45.319,34.525,37.88668075,27.804,27.47,21.887,47.922,50.03,56.86,61.528,46.068,1249.3,777.9,117.6,260.1,400.3,660.4,212.4,198.6,129.1,47.3,261.6,116.8,84,18.11149,162.446459,4.264,210075,0.627750039,0.445749998,160.506,3.723333359,39.4106636,41.93333435,40.09999847,36.72,26.791,8.170000076,4.21999979,0,0.162,0.289000005,.,.,.,.,.,.,.,.,.,.,.,.,78.34406777,78.92033897,79.39491524,80.20508474,80.50338982,80.7775862,145.5258064,146.8,148.0806451,149.4790322,150.7483871,152.0803278
1972.75,0,0,268.6,86.3,1286.6,34.19989367,37.62,35.265,19.069,46.175,35.143,38.57871604,27.948,28.748,23.031,49.634,50.344,56.673,61.434,46.717,1286.6,802.7,123.4,268.1,411.2,679.3,218.4,210.9,136.6,49,268.6,119.4,86.3,18.444,163.1142195,4.269,210656,0.627499998,0.446500003,161.623,3.799999952,39.73503113,42.3666687,40.5,37.131,27.386,7.99333334,4.863333225,0,0.162,0.289000005,.,.,.,.,.,.,.,.,.,.,.,.,75.16999997,76.08135592,77.13389829,77.66610169,78.38305084,79.06271186,146.2129032,147.3129032,148.6967742,149.8967742,151.2064516,152.5225806
1973,0,0,276.7,89.2,1335.1,34.60421958,38.582,35.911,20.283,46.453,35.596,38.97386197,29.723,29.962,24.107,51.303,50.839,57.611,62.627,46.928,1335.1,827.3,131.8,275.5,420,695.5,232.5,222,144.1,51.3,276.7,123.3,89.2,18.81874,163.9544883,4.208,211120,0.627249956,0.447250009,163.46,3.869999886,41.06493759,43.03333282,42.46666718,37.497,28.192,7.966666698,5.699999809,0,0.172000006,0.305000007,.,.,.,.,.,.,.,.,.,.,.,.,74.47966099,75.77966101,76.31525423,77.0457627,77.74067796,78.75084745,147.2066667,148.845,150.185,151.5433333,152.8816667,154.3316667
1973.25,0,0,280,89.2,1371.5,35.14053652,39.029,35.893,20.044,46.061,35.894,39.03897452,31.113,30.222,25.092,48.693,50.536,56.718,61.504,47.009,1371.5,842.9,131.3,281.4,430.2,711.6,246,227.8,152.1,54.1,280,123.3,89.2,19.19259,166.6051357,4.126,211577,0.626999974,0.448000014,165.008,3.930000067,42.62190247,43.93333435,44.53333282,38.073,28.625,8.093333244,6.603333473,0,0.172000006,0.305000007,.,.,.,.,.,.,.,.,.,.,.,.,75,75.68666666,76.53833333,77.25666666,78.58499999,79.07666666,149.3919355,151.2079365,152.831746,154.3984127,155.9238095,157.1746032
1973.5,-5,0,281.1,85.9,1390.7,35.82431736,38.82,36.021,19.866,46.276,36.134,39.26838085,29.896,30.134,25.513,46.627,49.887,54.311,57.856,47.503,1390.7,861.4,130.8,289.9,440.6,730.5,241.8,232,157,56.8,281.1,120.3,85.9,19.54971,167.7434008,4.098,212092,0.626749992,0.449000001,165.982,4.003333569,43.69231415,44.79999924,46.3666687,38.866,29.214,8.466666222,8.32333374,0,0.172000006,0.305000007,.,.,.,.,.,.,.,.,.,.,.,.,75.12790697,75.72325581,77.01860465,77.48139534,77.83953488,78.22558139,154.3904762,156.4547619,158.3238095,159.9404762,161.5756097,162.9195122
1973.75,5,0,288.8,88.1,1431.8,36.53389809,39.191,35.916,19.402,46.094,36.271,39.30106927,31.04,29.831,25.713,44.399,50.254,54.354,58.257,48.085,1431.8,876.5,128.2,297.7,450.6,748.3,257.6,232.6,159.9,57.7,288.8,122.8,88.1,19.869,168.7266158,4.009,212634,0.62650001,0.449999988,166.502,4.070000172,44.34104919,45.93333435,46.73333359,39.667,29.806,8.436666489,7.5,0,0.172000006,0.305000007,.,.,.,.,.,.,.,.,.,.,.,.,74.08846152,74.97884614,75.96346153,76.76153846,77.36923076,78.32307692,155.1267857,157.4767857,159.7535714,161.9321428,163.8982143,165.8142857
1974,0,0,301.4,91.7,1446.5,37.23582259,38.847,35.601,18.947,45.476,36.216,39.05694384,29.059,29.126,25.685,41.143,51.305,56.066,59.601,48.713,1446.5,894.7,126.7,308.9,459.2,768.1,244.1,231.5,162.6,59,301.4,128.6,91.7,20.13638,168.5976538,3.983,213074,0.626249969,0.451000005,166.782,4.126666546,46.90355301,47.29999924,49.86666489,40.51,30.374,8.543333054,7.616666794,0,0.180999994,0.324999988,.,.,.,.,.,.,.,.,.,.,.,.,74.03275862,75.87068965,77.0913793,78.49310344,80.37068965,81.69074074,157.995082,160.9098361,163.6655738,166.1377049,168.2639344,170.0421052
1974.25,0,0,312,94.9,1484.8,38.12458276,38.946,35.726,19.049,45.174,36.57,39.1747045,28.915,28.707,25.628,39.349,51.651,55.977,60.56,49.339,1484.8,923.2,130.6,318,474.6,792.6,252.3,234.9,167.4,61.3,312,131.1,94.9,20.37056,168.3283976,3.869,213513,0.625999987,0.451999992,166.099,4.236666679,49.53093338,48.56666565,51.59999847,41.547,31.325,9.063333511,8.153333664,0,0.180999994,0.324999988,.,.,.,.,.,.,.,.,.,.,.,.,76.16888888,77.63555555,78.83999999,80.66,81.82045454,83.11860465,162.5106383,165.7851064,168.6127659,171.1085106,173.487234,175.6666667
1974.5,0,0,323.2,96,1513.7,39.25468738,38.561,35.873,19.159,45.271,36.75,39.32427313,27.284,28.202,25.329,38.052,51.728,56.258,59.117,49.286,1513.7,952,136.3,327.7,488,815.7,245.4,239.9,172.5,61.4,323.2,136.1,96,20.58138,168.3317056,3.901,214042,0.625499964,0.452499986,166.037,4.376666546,53.2611618,49.93333435,55.26666641,42.884,32.307,9.81000042,8.190000534,0,0.180999994,0.324999988,.,.,.,.,.,.,.,.,.,.,.,.,76.10196075,77.36470587,79.19999999,80.55686273,81.65882352,.,167.0685185,170.5814815,173.8407407,176.7092592,179.5203704,.
1974.75,0,0,335.1,99.6,1552.8,40.42697214,38.41,35.347,17.336,44.463,37.119,39.27640253,27.543,26.603,24.621,33.045,51.908,56.671,59.101,49.317,1552.8,961.8,127.1,330.9,503.8,834.7,255.8,235.4,175.4,63.2,335.1,142.5,99.6,20.759,166.8650383,3.919,214625,0.625,0.453000009,164.449,4.496666431,55.20736313,51.46666718,57.20000076,44.214,33.051,10.56999969,7.360000134,0,0.180999994,0.324999988,.,.,.,.,.,.,.,.,.,.,.,.,78.37021275,79.81276595,81.06170212,82.09574468,83.44893617,85.11914893,172.0480769,176.3288461,180.0326923,183.3711538,186.4269231,189.2923077
1975,0,0,346.2,100.7,1569.4,41.3631332,37.942,35.644,17.706,44.548,37.466,39.52462043,22.705,24.973,23.111,31.004,52.544,56.034,58.647,50.778,1569.4,988.1,131.8,336.2,520.1,856.3,218.7,228.7,171,61.7,346.2,144,100.7,20.9355,163.8090898,3.868,215065,0.624500036,0.453500003,160.714,4.583333492,55.85610199,52.56666565,57.16666794,45.292,34.061,10.64666653,5.75,0,0.174999997,0.333000004,.,.,.,.,.,.,.,.,.,.,.,.,83.53488372,84.63488371,85.98837208,87.66976744,90.41395348,92.1047619,177.6911111,181.7,185.3244444,188.5377778,191.3377778,193.8159091
1975.25,0,0,349.8,100.3,1605,41.98053986,38.232,36.238,18.05,45.535,37.931,40.16150083,21.917,24.623,22.507,31.67,52.14,55.584,57.741,50.401,1605,1016.8,136.7,344.8,535.3,880.1,216.8,230.7,170.8,60.4,349.8,144.9,100.3,21.11738,163.2225957,3.84,215523,0.624000013,0.453999996,159.896,4.653333187,56.310215,53.20000076,57.79999924,45.911,34.731,10.63000011,5.393333435,0,0.174999997,0.333000004,.,.,.,.,.,.,.,.,.,.,.,.,85.1511111,86.19999999,87.44666666,89.79999999,91.24222222,92.69555555,181.4127659,184.1680851,187.0191489,189.8638298,192.5574468,195.1106383
1975.5,0,0,362,106,1662.4,42.76160099,38.876,36.754,19.177,45.981,38.114,40.43802312,23.773,25.237,22.714,33.876,53.057,56.97,59.928,51.025,1662.4,1050.6,146.8,356,547.9,903.9,237.8,239.2,174.6,61.3,362,151.3,106,21.3202,163.3256704,3.793,216195,0.623750031,0.454999983,160.859,4.746666908,57.28331757,54.26666641,59.03333282,46.765,35.226,10.58333302,6.329999924,0,0.174999997,0.333000004,.,.,.,.,.,.,.,.,.,.,.,.,85.39210524,86.90263157,89.13947368,90.74210526,92.3736842,93.91052631,183.9230769,186.7487179,189.4846154,192.2205128,195.0358974,197.8974359
1975.75,0,0,372.9,108.7,1713.9,43.51767215,39.384,37.143,19.735,45.869,38.65,40.74153375,24.426,25.709,22.925,35.358,53.507,57.115,59.805,51.675,1713.9,1079.6,153.4,359.7,566.5,926.2,247.6,247.3,178.6,62,372.9,156,108.7,21.547,165.5986013,3.768,216771,0.62349999,0.456,162.893,4.829999924,58.02936172,55.26666641,59.66666794,47.519,35.991,10.57999992,5.626666546,0,0.174999997,0.333000004,.,.,.,.,.,.,.,.,.,.,.,.,85.64761902,87.99069766,89.35348836,90.74186046,92.15581394,94.2860465,186.1636363,189.3022727,192.1022727,194.9590909,197.9227273,200.975
1976,4,0,379.1,108.7,1771.9,43.99066511,40.279,37.886,20.722,46.799,39.101,41.34995683,26.956,26.774,23.339,38.973,53.64,56.588,58.981,52.238,1771.9,1113.4,163.3,367.4,582.6,950,274.8,260.1,183.9,64.1,379.1,156.3,108.7,21.81302,168.4741289,3.737,217249,0.623250008,0.457000017,164.851,4.940000057,58.38616562,55.90000153,59.93333435,47.953,36.869,10.25666618,4.916666508,0,0.179000005,0.340000004,.,.,.,.,.,.,.,.,.,.,.,.,87.3181818,88.83181817,90.27272726,91.81818181,94.02272727,95.68181818,129.2234042,130.9829787,133.0404255,135.1829787,137.4574468,139.4829787
1976.25,0,0,380.1,110,1804.2,44.45813415,40.582,38.234,20.816,47.517,39.36,41.76980162,28.105,27.231,23.624,40.094,53.052,56.466,58.94,51.342,1804.2,1133,165.9,373.1,594.1,967.2,291.6,269.1,188.5,65.1,380.1,157.8,110,22.10219,170.4333827,3.731,217685,0.623000026,0.458000004,165.189,5.03000021,59.13221359,56.40000153,60.86666489,48.402,37.611,9.896666527,5.156666756,0,0.179000005,0.340000004,.,.,.,.,.,.,.,.,.,.,.,.,87.00869565,88.75869564,90.09347825,92.40869565,94.02608695,95.89130434,130.5395833,132.4,134.40625,136.5354167,138.6958333,140.9375
1976.5,0,0,382.8,111.5,1837.7,45.06265173,40.781,38.638,21.052,47.881,39.839,42.20374417,28.158,27.517,24.141,39.44,52.773,56.306,58.813,50.983,1837.7,1162.4,169.8,380.6,612,992.6,296.5,275.7,195.1,66.7,382.8,159.8,111.5,22.41067,172.3341292,3.7,218233,0.623000026,0.458999991,165.894,5.156666756,59.87825775,57.29999924,61.59999847,49.062,38.349,9.619999886,5.150000095,0,0.179000005,0.340000004,.,.,.,.,.,.,.,.,.,.,.,.,88.59999998,90.2,92.41515151,94.18181818,95.85757575,97.42727272,132.7833333,134.55,136.5388889,138.4666666,140.4583333,142.5111111
1976.75,0,0,390,114.2,1884.5,45.87725491,41.077,39.141,21.384,48.385,40.39,42.73293543,28.353,28.932,24.622,44.467,52.732,56.45,58.578,50.821,1884.5,1196.2,175.5,389.6,631.1,1020.7,304.9,294.4,201.9,67.8,390,164.8,114.2,22.734,173.8125671,3.795,218834,0.623000026,0.460000008,167.084,5.24333334,60.55942917,58.13333511,62.13333511,49.913,39.272,9.21333313,4.673333168,2.4,0.179000005,0.340000004,.,.,.,.,.,.,.,.,.,.,.,.,88.63437497,90.92812499,92.29687499,93.64062499,94.94375,96.94375,134.3583333,136.2055555,138.05,139.9861111,141.8527778,143.8555555
1977,0,0,401.3,117.9,1938.5,46.65014198,41.554,39.588,22.168,48.353,40.871,43.04065298,29.748,29.978,25.578,45.808,53.21,56.919,59.235,51.31,1938.5,1231.7,183.9,396.5,651.3,1047.8,326.6,311.8,214.2,69.7,401.3,169.8,117.9,23.07286,175.2269844,3.727,219344,0.623000026,0.461000025,167.938,5.369999886,61.66228104,59.20000076,63.46666718,50.708,39.954,9.106666565,4.630000114,-0.8,0.182999998,0.361000001,.,.,.,.,.,.,.,.,.,.,.,.,91.1378378,92.69999998,94.22432432,95.83513513,98.35945945,100.1378378,136.3131579,138.2236842,140.0736842,141.8421052,143.8421052,145.7263158
1977.25,0,0,411.8,121.2,2005.2,47.31477112,42.38,39.807,22.691,48.35,41.03,43.13924256,32.047,31.651,26.317,51.049,53.763,57.857,60.138,51.614,2005.2,1259.7,189.2,403.7,666.7,1070.4,354.9,335.4,223.8,73.6,411.8,174.8,121.2,23.42232,177.5711278,3.746,219859,0.623000026,0.462000012,171.236,5.49333334,63.12193298,60.23333359,65.03333282,51.376,40.593,8.996666908,4.840000153,0,0.182999998,0.361000001,.,.,.,.,.,.,.,.,.,.,.,.,91.68378378,93.50270269,95.35135134,98.05405404,99.77837837,101.5918919,138.075,140.4825,142.5175,144.89,147.0175,149.1175
1977.5,-5,0,417.3,121.7,2066,47.89280912,43.138,40.187,23.025,48.59,41.474,43.51304676,33.794,32.061,26.868,50.887,53.861,58.191,60.167,51.56,2066,1290.9,194,409.9,687,1096.9,378.4,347.5,232.5,76.4,417.3,176.5,121.7,23.77834,179.5734041,3.741,220458,0.623000026,0.463,172.793,5.613333225,63.60848618,61.06666565,65.1333313,51.942,41.449,8.829999924,5.496666431,-7,0.182999998,0.361000001,.,.,.,.,.,.,.,.,.,.,.,.,94.08823529,95.84117646,98.60588235,100.5676471,102.5558823,104.4411765,140.3810811,142.5891892,144.9675675,147.1486486,149.4675675,151.8108108
1977.75,0,0,425.8,122.7,2110.8,48.94154745,43.129,40.793,23.508,49.633,41.873,44.12347033,32.84,32.639,27.767,50.215,53.688,57.621,58.505,51.645,2110.8,1329.1,200.7,423.6,704.8,1128.4,385.5,361.4,244.5,78.5,425.8,180.5,122.7,24.142,180.844566,3.714,221109,0.623000026,0.463999987,174.386,5.71999979,64.45184326,61.96666718,65.8666687,53.032,42.169,8.943333626,6.110000134,0,0.182999998,0.361000001,.,.,.,.,.,.,.,.,.,.,.,.,97.39189186,100.1432432,101.7702703,103.7405405,105.4351351,108.2864865,142.2953488,144.427907,146.5348837,148.5255814,150.7209302,153.0581395
1978,0,0,431.9,125.1,2149.1,49.66031981,43.276,41.031,22.885,49.845,42.542,44.63285406,33.491,32.913,28.042,50.468,53.775,57.823,58.876,51.657,2149.1,1359.1,198.2,431.1,729.8,1160.9,396.8,371.3,250.4,80,431.9,182.9,125.1,24.49494,182.4641281,3.686,221629,0.623000026,0.465000004,175.035,5.856666565,65.71687317,63.03333282,67.46666718,54.017,43.63,9.196666718,6.393333435,2.9,0.186000004,0.368999988,.,.,.,.,.,.,.,.,.,.,.,.,98.80769228,100.3076923,102.3384615,103.8461538,106.8153846,108.9615385,144.2961538,146.5884615,148.6576923,150.8269231,153.4538461,155.3269231
1978.25,0,0,449.7,129.4,2274.7,50.57248938,44.979,41.908,24.591,50.229,43.183,45.18242124,35.791,35.302,30.407,52.892,55.227,59.202,60.203,53.172,2274.7,1416.7,216.2,444.8,755.7,1200.5,430.9,406.6,276,90.3,449.7,189.2,129.4,24.87112,187.5934098,3.779,222176,0.623000026,0.465999991,180.028,5.966666698,67.33870697,64.46666718,69.5,54.906,44.095,9.470000267,6.476666451,0,0.186000004,0.368999988,.,.,.,.,.,.,.,.,.,.,.,.,99.25454545,101.1515151,102.7090909,105.4818182,107.4848485,109.5060606,146.7444444,149.1222222,151.5083333,154.075,156.5057143,159.0085714
1978.5,0,0,459.9,131.8,2335.2,51.41347424,45.42,42.085,24.26,50.619,43.492,45.51634302,36.895,36.316,31.493,53.626,55.667,59.411,60.365,53.768,2335.2,1447.7,216.7,455.6,775.4,1231,451.4,426.4,290.6,98.6,459.9,192.4,131.8,25.23717,188.4286076,3.704,222805,0.623250008,0.467000008,180.766,6.099999905,68.47399902,65.96666718,70.59999847,55.747,44.796,9.5,7.313333511,0,0.186000004,0.368999988,.,.,.,.,.,.,.,.,.,.,.,.,97.01999999,98.932,101.536,103.28,105.1,106.72,150.6740741,153.6592592,156.8407407,160.0518518,163.0740741,165.7814815
1978.75,0,0,472.7,135.6,2416,52.49891352,46.02,42.423,24.452,51.271,43.719,45.88403622,37.735,37.091,32.532,53.438,56.172,59.932,60.633,54.268,2416,1487,222.3,469.4,795.3,1264.7,472.8,444.3,305.3,105.5,472.7,199.1,135.6,25.599,190.2296076,3.757,223477,0.62349999,0.467999995,182.823,6.25666666,70.09583282,67.5,72.19999695,56.945,45.854,9.78666687,8.569999695,0,0.186000004,0.368999988,.,.,.,.,.,.,.,.,.,.,.,.,100.0666667,102.9481481,104.8148148,106.3851852,108.1259259,111.2148148,153.6766666,156.61,159.41,162.3366666,165.0766666,167.8733333
