quarter,pdvmil,wara,ngov,ndef,ngdp,pgdp,rgdp,rcons,rcdur,rcnd,rcsv,rcndsv,rinv,rinvfx,rnri,rres,rgov,rfed,rdef,rsl,ngdp,ncons,ncdur,ncnd,ncsv,ncndsv,ninv,ninvfx,nnri,nres,ngov,nfed,ndef,kcdur,tothours,milithours,totpop,fr25_64pop16,fr25_64pop,tothoursces,nwmfg,pman,cpi,ppi,pbus,nwbus,BAA,tb3,romerexog,amtss,amtbr,spf_rfedlag,spf_rfed0,spf_rfed1,spf_rfed2,spf_rfed3,spf_rfed4,spf_rsllag,spf_rsl0,spf_rsl1,spf_rsl2,spf_rsl3,spf_rsl4,spf_ndeflag,spf_ndef0,spf_ndef1,spf_ndef2,spf_ndef3,spf_ndef4,spf_pgdplag,spf_pgdp0,spf_pgdp1,spf_pgdp2,spf_pgdp3,spf_pgdp4
1989,0,0,1070.7,353.9,5360.3,86.77977626,61.769,58.502,37.994,64.48,61.528,62.19663035,48.152,47.242,44.705,56.362,74.909,87.583,97.426,67.29,5360.3,3507.7,486.4,902.5,2118.7,3021.2,884.1,835.9,591.3,189.5,1070.7,469.3,353.9,41.95212,230.9590768,3.932,246378,0.658249974,0.508249998,217.161,10.26000023,107.9666672,121.6666641,110.9333344,90.7,84.023,10.64333344,8.539999962,0,0.184,0.360000014,333.4933332,333.2066666,333.3466666,333.5999999,335.0333333,332.9571427,458.1733333,460.5999999,463.0133332,465.2533332,467.4933332,470.5785713,.,.,.,.,.,.,123.8235294,125.0941176,126.5235294,127.9352941,129.3764706,130.925
1989.25,0,0,1095,362.1,5453.6,87.63478009,62.231,58.763,38.501,64.577,61.756,62.38838493,47.59,47.307,45.341,54.693,76.069,89.554,99.502,67.965,5453.6,3570,493.3,927.7,2148.9,3076.6,878.2,842.1,601.9,189.6,1095,481.4,362.1,42.51255,231.6941586,3.983,246906,0.658999979,0.509000003,218.4,10.30333328,109.8666687,123.6333313,112.8000031,91.613,84.394,10.36666679,8.409999847,0,0.184,0.360000014,337.6999999,338.6937499,338.7499999,338.7749999,340.6666665,341.3785714,473.8625,476.0562499,479.0249999,482.2249998,486.6599998,492.042857,.,.,.,.,.,.,125.1882353,126.6294117,128.0529412,129.3764706,130.8,132.225
1989.5,0,0,1112.1,368.7,5532.9,88.20884815,62.725,59.373,39.371,65.225,62.234,62.91600401,47.03,48.13,46.64,54.097,76.786,90.416,100.711,68.595,5532.9,3626.8,505.6,936.3,2184.8,3121.1,870.3,860.4,621.9,197.7,1112.1,489,368.7,43.06581,233.0332092,3.927,247573,0.659749985,0.509249985,218.647,10.3866663,109.8000031,124.5999985,112.4000015,92.097,85.004,9.886666298,7.843333244,0,0.184,0.360000014,345.928571,345.192857,346.4714285,346.6499999,347.3499999,348.0999999,477.7571425,481.2142856,484.392857,488.1428571,491.3999999,495.0714284,.,.,.,.,.,.,126.0466667,127.2466666,128.4466666,129.8866666,131.2466666,132.68
1989.75,-507.6,0,1124.6,363.7,5581.7,88.79291146,62.862,59.664,38.175,65.964,62.876,63.5844615,46.548,47.337,45.952,52.96,77.194,89.962,99.703,69.512,5581.7,3673.5,491.9,951.3,2230.3,3181.6,867.3,850.6,615.8,198.1,1124.6,486.1,363.7,43.584,234.7220371,4.035,248281,0.66049999,0.509500027,219.761,10.4533329,110.8666687,125.8666687,112.8333359,92.615,86.138,9.813333511,7.653333187,0,0.184,0.360000014,335.9615383,338.7285713,336.05,335.3999999,334.0999999,335.1357142,470.0142856,472.8666666,475.7066666,478.4333333,481.3133333,484.2266666,.,.,.,.,.,.,126.6666666,127.88,129.1266666,130.4,131.7666666,133.1066666
1990,0,0,1158.6,370.9,5708.1,89.86586479,63.518,60.135,39.787,65.879,63.15,63.75593338,47.006,47.926,46.562,53.5,78.385,91.312,99.921,70.609,5708.1,3758.7,515.4,974.2,2269.2,3243.4,880,866.1,626.9,204.1,1158.6,500.8,370.9,44.10598,235.7118376,3.904,248827,0.661249995,0.509750009,219.913,10.61666679,112.4000015,128.0333405,114.5,93.704,87.96,10.09666634,7.759999752,10.3,0.180999994,0.361999989,333.8461536,334.1769229,333.5538461,332.8999999,332.3846153,330.4,474.1538461,476.5461537,478.8461537,481.5076922,484.2230768,486.4307691,.,.,.,.,.,.,128.0076923,129.3461538,130.6,131.9,133.2769231,134.6769231
1990.25,0,0,1171.4,372.5,5797.4,90.90966113,63.771,60.334,38.472,65.951,63.937,64.33418051,47.019,46.818,45.758,51.442,78.501,91.421,99.639,70.73,5797.4,3811.8,498.4,980.9,2332.6,3313.5,882.5,848.8,617.9,204.6,1171.4,506,372.5,44.57673,236.0714187,3.761,249565,0.662,0.50999999,218.723,10.7300005,112.9333344,129.3000031,114.3333359,94.728,89.954,10.31000042,7.746666431,0,0.180999994,0.361999989,335.5222221,334.4666665,334.9333333,336.1666666,334.2333332,334.0777777,479.5888888,482.1777777,486.0333332,489.9888888,492.9777776,495.9444443,.,.,.,.,.,.,129.6888889,130.9,132.2333333,133.5777777,135.0333333,136.4222222
1990.5,0,0,1183,369.5,5850.6,91.7453348,63.77,60.563,38.082,66.058,64.429,64.71111196,45.912,46.312,46.05,48.519,78.478,90.605,97.934,71.172,5850.6,3875.2,493.6,1003.1,2378.5,3381.6,866.8,844.9,626.1,205.5,1183,505,369.5,44.99325,235.7961239,3.861,250439,0.662750006,0.510500014,218.714,10.82333374,114.6666641,131.5333405,116.4666672,95.478,91.38,10.41666698,7.476666451,0,0.180999994,0.361999989,344.7692308,340.9153844,341.3307692,338.7923076,338.9923076,337.4416666,475.1538461,477.6923075,479.8076922,482.4615384,484.7461538,487.9999999,.,.,.,.,.,.,130.9230769,132.3076923,133.7,135.1307692,136.4692307,137.8666666
1990.75,112.1,0,1213.8,382.5,5846,92.48390312,63.211,60.091,37.033,65.395,64.252,64.39373757,43.009,44.993,45.17,45.832,79.257,91.401,99.725,71.939,5846,3896,480.9,1018.8,2396.3,3415.1,814.6,825.9,618.9,197.4,1213.8,518.2,382.5,45.335,234.1301011,3.828,251346,0.663500011,0.511000037,218.124,10.91333389,117.8333282,133.7666626,119.8666687,96.209,92.111,10.59666634,6.989999771,0,0.180999994,0.361999989,345.967857,347.3428571,345.8142856,344.0357142,342.6499999,340.7321428,477.2249999,478.7678571,480.7499999,482.7214285,484.1285713,486.4464285,.,.,.,.,.,.,132.0966666,133.6666666,135.1933333,136.53,137.8233333,139.11
1991,0,0,1228.1,389.2,5880.2,93.47746602,62.905,59.92,36.013,65.426,64.296,64.43255286,41.258,43.452,44.004,43.105,79.579,92.11,100.593,72.031,5880.2,3909.7,471.7,1014.1,2423.9,3438,787.9,803.4,608.2,194.9,1228.1,529.2,389.2,45.5914,232.0400261,3.829,252135,0.664250016,0.511500001,216.471,10.98333359,116.1333313,134.7666626,117.4666672,97.169,92.88,10.2033329,6.023333073,35.2,0.179000005,0.370999992,350.829032,356.0580644,355.7999999,353.0870966,350.3838708,346.0629628,481.1499998,480.9937498,482.2531248,483.4593749,485.0937499,487.1214284,.,.,.,.,.,.,133.0971428,134.7342857,135.9428571,137.0885714,138.2514285,139.4233333
1991.25,0,0,1236.2,388.5,5962,94.14179694,63.33,60.377,36.194,65.81,64.864,64.94759081,41.05,43.387,43.582,44.124,79.857,92.371,100.318,72.317,5962,3963.3,475.2,1021.8,2466.3,3488.1,784.1,802.1,601.4,189.9,1236.2,531.7,388.5,45.80204,231.5169548,3.798,252913,0.665000021,0.512000024,215.476,11.08333302,115.5333328,135.5666656,116.3000031,97.785,94.621,9.920000076,5.559999943,0,0.179000005,0.370999992,346.9794868,346.7179485,345.7384614,344.1846152,342.0305554,340.8694442,480.8230768,480.7948717,481.5820511,483.1846152,484.5555553,486.572222,.,.,.,.,.,.,134.9095238,136.0333333,137.1666666,138.297619,139.4846154,140.6692307
1991.5,0,0,1239.2,382,6033.7,94.87546387,63.596,60.608,36.75,65.921,65.025,65.09352677,42.072,43.532,43.17,45.952,79.478,90.65,97.631,72.733,6033.7,4008.7,484.3,1024.4,2500,3524.4,805.3,804.4,594.1,177.5,1239.2,526,382,45.998,231.4394733,3.745,253807,0.665750027,0.512250006,215.642,11.19000053,115.5999985,136.6000061,116.1333313,98.528,95.641,9.683333397,5.376666546,0,0.179000005,0.370999992,357.0714282,352.2107141,350.4857141,348.9642855,348.3464284,347.559259,480.0214282,479.7035712,480.685714,482.1321426,484.167857,486.4037035,.,.,.,.,.,.,136.0848485,137.1636363,138.2757576,139.3909091,140.6090909,141.734375
1991.75,-112.1,0,1240.8,372.7,6092.5,95.42492873,63.846,60.581,36.151,65.355,65.41,65.20259712,43.683,43.614,42.942,46.96,79.144,88.871,94.314,73.258,6092.5,4038.6,477.5,1020.7,2540.4,3561.1,834.3,803.2,589,172.2,1240.8,519.2,372.7,46.203,231.8932463,3.669,254718,0.666499972,0.512500048,215.491,11.25666714,116.3000031,137.7333374,116.2333374,98.984,96.745,9.399999619,4.539999962,0,0.179000005,0.370999992,340.7999992,341.0611109,340.3555553,338.4749998,337.9944443,336.0833331,478.6999998,478.8027775,479.4527775,480.0388887,481.7527775,483.9777775,.,.,.,.,.,.,136.9,137.9025641,138.9846154,140.0153846,141.1076923,142.2282051
1992,0,0,1258.8,372.1,6190.7,95.911443,64.546,61.622,37.57,66.327,66.326,66.13142,42.712,44.065,42.749,49.356,79.745,88.899,92.843,74.201,6190.7,4140.1,496.2,1037.7,2606.3,3644,810.2,810,585.6,169.9,1258.8,525.7,372.1,46.45923,233.1621992,3.622,255448,0.667249978,0.51275003,214.893,11.28999996,116.2000046,138.6666718,115.9000015,99.283,98.652,9.203332901,3.893333197,0,0.175999999,0.368999988,370.1999998,370.0759998,369.044333,369.4849442,366.8405831,364.9377739,551.6999998,552.2356108,553.516083,555.2479442,557.0991941,559.2766449,.,.,.,.,.,.,117.9102564,118.7683077,119.6061282,120.504,121.4267948,122.535647
1992.25,0,0,1267.3,375.2,6295.2,96.50478293,65.232,61.988,37.831,66.607,66.751,66.51266778,45.525,45.798,44.445,51.244,79.651,88.81,92.91,74.106,6295.2,4193.5,501,1047.2,2645.3,3692.5,865.4,842.2,607.1,170.6,1267.3,528.9,375.2,46.75208,233.5467066,3.547,256285,0.667999983,0.513000011,215.911,11.3866663,117.4666672,139.7333374,117.1666641,99.74,99.282,9.130000114,3.680000067,0,0.175999999,0.368999988,372.7999992,371.7034703,371.1097056,369.3522939,367.9295622,366.739031,557.12647,558.0952351,558.2996175,561.9762055,564.4221247,567.3798435,.,.,.,.,.,.,118.7972973,119.6426486,120.5364865,121.4765946,122.6682571,123.6775
1992.5,0,0,1281.7,382.9,6389.7,96.9531902,65.905,62.673,38.638,67.003,67.493,67.15626902,45.996,46.494,45.343,51.361,80.06,89.824,94.185,74.153,6389.7,4267.7,512.1,1061.1,2694.5,3755.6,876.8,856.3,619,173,1281.7,538.6,382.9,47.07785,233.2579702,3.422,257232,0.668500006,0.513249993,215.868,11.45333385,117.6666641,140.8000031,117.8666687,100.192,100.831,8.703332901,3.083333492,0,0.175999999,0.368999988,375.5999994,373.9618482,371.8446665,369.5492118,367.9339998,366.278818,562,563.7758482,565.5403634,567.6335755,570.4141815,572.7748786,.,.,.,.,.,.,120.5,121.2653889,122.0818611,123.0899166,123.9454444,124.8294444
1992.75,0,0,1286,377,6493.6,97.50296551,66.599,63.438,39.406,67.675,68.276,67.905648,47.452,47.942,46.707,53.106,80.083,89.87,93.464,74.165,6493.6,4346.2,523.1,1074.8,2748.4,3823.2,906.7,885.3,636.7,176.7,1286,538.4,377,47.428,233.6797759,3.339,258147,0.66900003,0.513499975,217.113,11.48999977,118.1333313,142.0333405,117.8333359,100.757,101.221,8.869999886,3.069999933,0,0.175999999,0.368999988,376.5078945,373.7130787,372.0147629,370.8869997,370.9164734,370.1800524,562.152631,564.5595523,566.8385787,569.5848682,572.6174208,576.1694997,.,.,.,.,.,.,121.2025641,121.9621795,122.9084102,123.7759743,124.6441025,125.5357948
1993,0,0,1282.6,364.7,6544.5,98.08755864,66.721,63.695,39.788,67.743,68.56,68.12720326,48.567,48.221,47.004,53.348,79.239,87.106,89.785,74.467,6544.5,4384.9,527.9,1079.1,2777.9,3857,931.3,895.4,642.8,173.7,1282.6,526.8,364.7,47.79009,235.3457116,3.296,258919,0.669499993,0.513750017,218.594,11.56999969,118.8666687,143.0666656,118.3666687,101.288,101.563,8.403333664,2.960000038,0,0.178000003,0.379000008,376.3176463,374.5648526,373.0169703,371.8607938,370.5496467,368.2959996,562.608823,564.6384409,567.525882,570.618882,574.2452349,576.8873663,.,.,.,.,.,.,121.7,122.537303,123.3484545,124.2065757,125.1035454,125.9744666
1993.25,0,0,1290.3,361.9,6622.7,98.62840293,67.148,64.306,41.08,68.281,68.963,68.5677091,48.948,49.3,48.255,53.976,79.18,85.876,88.463,75.107,6622.7,4452.1,547.8,1086.3,2817.9,3904.2,942.3,918.2,660.3,175.1,1290.3,522.9,361.9,48.17601,236.0482502,3.289,259680,0.670000017,0.513999999,221.094,11.65333366,119.6666641,144.1000061,119.5,101.8,102.034,8.140000343,2.966666698,0,0.178000003,0.379000008,359.6999998,363.6700854,362.945314,360.6816283,359.3821872,359.3865622,561.7999992,565.5236174,568.004235,571.7272056,574.798419,577.4799997,.,.,.,.,.,.,122.8714285,123.7307143,124.5999143,125.5113714,126.4207812,127.429375
1993.5,0,0,1296.6,360.1,6688.3,99.08299013,67.502,65.004,41.538,68.957,69.732,69.30966079,48.914,50.174,48.793,55.839,79.101,84.97,87.26,75.523,6688.3,4516.3,556.6,1092.5,2867.1,3959.6,943.4,936.8,667.5,177.5,1296.6,522.4,360.1,48.58186,237.7092391,3.177,260566,0.67050004,0.51424998,221.422,11.72666645,118.7666702,144.7666626,118.8666611,102.174,102.487,7.623333454,3.00333333,22.8,0.178000003,0.379000008,354.2999992,354.1180721,352.3856947,350.103046,349.0445809,347.2691637,565.8647051,568.6936442,571.6501819,574.0119273,577.0558258,578.1343388,.,.,.,.,.,.,123.7,124.5496718,125.4745466,126.4072167,127.3875896,128.2777736
1993.75,0,0,1309.7,365.3,6813.8,99.62715483,68.393,65.582,42.537,69.437,70.198,69.77957778,51.495,52.403,50.841,58.651,79.491,85.415,88.097,75.88,6813.8,4581.1,573.8,1105.3,2902,4007.3,996.4,979.8,695.7,182.4,1309.7,527.9,365.3,49.017,239.9272553,3.154,261425,0.671000004,0.514500022,222.888,11.83333302,119.1666718,145.9666748,118.9000015,102.669,102.892,7.553333282,3.059999943,5.3,0.178000003,0.379000008,353.7968743,352.7465622,350.4962184,349.1566872,347.9699996,346.4680309,584.5999994,586.7157184,588.2272184,590.5367184,592.3399059,594.5772496,.,.,.,.,.,.,124.5,125.3202647,126.2152353,127.1214706,128.0519706,128.9748823
1994,0,0,1302.9,348.5,6916.3,100.1505959,69.059,66.313,43.55,70.366,70.745,70.4281596,53.717,53.099,51.347,59.895,78.48,82.358,83.683,76.093,6916.3,4650.4,588.8,1116.8,2944.7,4061.5,1043.6,998.3,704.8,176.2,1302.9,512,348.5,49.48619,238.6630668,3.139,262123,0.671499968,0.514750004,224.066,11.93999958,119.6666718,146.6999969,119.3666687,103.027,103.916,7.846666813,3.24333334,13.4,0.177509934,0.38499999,349.7999992,348.8448211,347.743214,346.7161068,345.2804283,344.6826293,590.3999996,593.5939283,597.3904997,600.7721426,603.4202497,606.3208516,.,.,.,.,.,.,124.9,125.7361724,126.5365862,127.3673448,128.2422414,129.1529285
1994.25,0,0,1318.8,352.6,7044.3,100.6285445,70.003,66.805,44.019,70.923,71.209,70.91599434,56.847,54.376,52.384,61.879,78.81,81.893,83.726,76.899,7044.3,4709.8,598.7,1128.1,2983,4111.1,1106.9,1025.5,720.5,187.4,1318.8,515,352.6,49.97567,242.5736286,3.1,262877,0.671999991,0.514999986,227.408,11.97999954,120.3000031,147.5333252,120.0333328,103.412,103.583,8.596666336,3.986666679,0,0.177509934,0.38499999,338,340.2193527,339.6342056,338.2289115,335.971333,334.8324542,588.8999996,595.1141512,598.4721512,601.0160603,604.1452118,607.2736966,.,.,.,.,.,.,125.7,126.4930294,127.3301176,128.2432353,129.1934242,130.1495757
1994.5,0,0,1349.3,364.6,7131.8,101.2263321,70.454,67.34,44.482,71.534,71.727,71.45880644,55.825,54.916,53.366,61.204,80.192,84.14,86.484,77.761,7131.8,4786.3,609.3,1149.6,3027.4,4177,1092.9,1039.7,734.7,189.4,1349.3,529.1,364.6,50.47681,243.6454201,3.047,263724,0.672500014,0.515500009,229.539,12.05666733,121.1666641,148.8999939,120.9666672,104.049,103.603,8.840000153,4.476666451,0,0.177509934,0.38499999,337.7551724,337.5597238,336.2637584,334.052517,333.3141721,332.5933211,581.6482757,587.344517,590.5645169,594.0185169,597.0293445,600.858333,.,.,.,.,.,.,125.9241379,126.8663448,127.7889655,128.7788965,129.743862,130.7468214
1994.75,0,0,1348.1,349.5,7248.2,101.7476873,71.237,68.004,46.046,72.293,72.051,71.90109157,58.428,56.419,55.729,60.401,79.5,81.83,82.395,78.034,7248.2,4856.7,631.8,1163,3061.8,4224.8,1145.7,1070.5,765.6,194.1,1348.1,518.2,349.5,50.993,244.6248818,2.974,264559,0.672999978,0.516000032,230.663,12.14999962,121.6999969,149.7666626,121.4333344,104.471,104.097,9.206666946,5.279999733,0,0.177509934,0.38499999,342.2857137,339.0623569,336.3391068,335.0013925,333.9442854,333.2301067,587.7107135,591.1874997,594.7369281,598.4121781,602.2313568,605.7857496,.,.,.,.,.,.,126.425,127.3471071,128.33175,129.2921071,130.2752857,131.2584285
1995,0,0,1364.6,351.7,7307.7,102.3315409,71.412,68.084,45.091,72.553,72.394,72.22200244,59.022,57.707,58.007,59.06,79.816,81.63,82.174,78.659,7307.7,4888.7,621.2,1166.9,3100.6,4267.5,1160.6,1099.5,797.7,201.4,1364.6,523.1,351.7,51.48654,246.8519138,2.975,265270,0.673500001,0.516499996,232.493,12.22666645,123.0333328,150.8666687,123.4333344,104.956,104.966,8.876667023,5.736666679,0,0.181470141,0.386000007,329.3499998,331.1092219,330.4656663,329.1629625,327.8732589,327.743391,591.7999993,596.2982853,600.0177854,603.8014282,607.2075354,609.8642605,.,.,.,.,.,.,127.0071429,127.9113214,128.7679643,129.7088571,130.6340357,131.6940416
1995.25,0,0,1376.3,352.1,7355.8,102.7848809,71.565,68.642,45.55,72.909,73.048,72.79266257,57.435,57.488,58.41,57.161,80.083,81.307,82.028,79.279,7355.8,4957.5,626.9,1177,3153.6,4330.6,1132.7,1098.9,805.5,206.7,1376.3,521.7,352.1,51.9797,247.4737621,2.939,265998,0.674000025,0.51700002,232.726,12.28333378,124.3333359,152.1000061,124.9333344,105.398,105.443,8.233333588,5.596666813,0,0.181470141,0.386000007,326.5862745,326.7492938,325.846882,324.9334311,324.1545997,323.6994597,592.1419994,596.1672797,599.6856197,603.166265,606.3973397,609.6968596,.,.,.,.,.,.,127.6183673,128.5137347,129.4308979,130.347449,131.3475306,132.3293877
1995.5,0,0,1378.8,349.3,7452.5,103.2674214,72.167,69.255,46.836,73.168,73.569,73.24152354,56.882,58.247,58.801,58.929,79.907,80.754,81.047,79.329,7452.5,5022.9,642.5,1183.7,3196.7,4380.4,1126.2,1114.9,811.2,210.5,1378.8,520.1,349.3,52.48813,247.5640494,2.914,266843,0.674499989,0.517500043,234.619,12.39333344,124.3666687,152.8666687,125.1999969,105.855,106.146,8.053333282,5.366666794,0,0.181470141,0.386000007,324.6379994,323.8521629,322.6235508,321.0238956,319.5224997,318.8439571,595.3919996,598.4318539,601.3579997,604.3583121,607.524958,610.2721486,.,.,.,.,.,.,128.0040816,128.7674375,129.5970416,130.4700833,131.381125,132.2633617
1995.75,0,0,1376.4,342.1,7542.5,103.7911105,72.67,69.742,47.649,73.546,73.985,73.64540889,58.483,59.461,59.984,60.265,79.013,77.722,78.495,79.72,7542.5,5080.1,652.3,1191.7,3236.2,4427.9,1156.7,1138.2,825.8,210.5,1376.4,510.2,342.1,53.014,248.2366757,2.843,267715,0.675000012,0.518000007,234.285,12.46000004,125.1666641,153.6999969,125.4666672,106.196,107.148,7.639999866,5.260000229,0,0.181470141,0.386000007,328.6116277,324.524302,322.8014183,320.9616509,321.0551857,318.7179067,598.36279,602.3300462,605.3238137,608.6149066,611.7617903,615.235767,.,.,.,.,.,.,128.3113636,128.9457954,129.6986363,130.4647727,131.1997727,131.9977954
1996,0,0,1400.7,355.4,7638.2,104.3926307,73.168,70.38,48.167,74.022,74.709,74.29919609,59.254,60.964,61.473,61.85,79.519,79.341,80.026,79.556,7638.2,5156.5,659.8,1211.2,3285.5,4496.7,1170,1163.2,841.4,214.4,1400.7,527.9,355.4,53.56173,244.7730917,2.742,268364,0.675500035,0.51849997,233.057,12.55333328,125.8333359,155.0666656,126.3000031,106.636,108.115,7.710000038,4.929999828,0,0.185985118,0.38499999,460.1749997,458.4430354,457.2613101,455.6716204,453.8421721,452.8268458,793.8133329,796.1541997,800.9103331,804.485333,808.4887664,812.7872689,.,.,.,.,.,.,108.4964286,109.15175,109.7642143,110.4367143,111.1259285,111.8267307
1996.25,0,0,1417.1,358.9,7800,104.7936371,74.432,71.177,49.699,74.973,75.206,74.91705353,62.323,62.947,63.24,64.462,80.661,80.472,81.117,80.706,7800,5248.8,676.3,1239.5,3332.9,4572.4,1227.8,1197.4,860.5,219.9,1417.1,530.9,358.9,54.14074,247.9927883,2.805,269108,0.675999999,0.518999994,235.492,12.71666622,127.0999985,156.3999939,127.8333359,107.141,109.201,8.296666145,5.019999981,0,0.185985118,0.38499999,464.2794864,461.5482628,459.8716049,456.9745523,455.1931839,453.524297,792.5,797.3132365,800.9726049,805.181526,808.8965524,812.6892102,.,.,.,.,.,.,109.2,109.8665,110.543147,111.2292353,111.937,112.6519117
1996.5,0,0,1422.6,352.6,7892.7,105.1238679,75.08,71.603,50.051,75.506,75.608,75.35302018,65.466,64.403,65.345,64.284,80.583,79.053,79.396,81.434,7892.7,5304.4,679.4,1246.5,3378.5,4625,1279.8,1228.7,889,225.5,1422.6,523.6,352.6,54.73492,252.4131574,2.82,269976,0.676249981,0.519249976,237.391,12.81333351,127.3333359,157.3000031,128.1666718,107.367,110.155,8.293334007,5.096666813,0,0.185985118,0.38499999,472.3999996,469.122026,466.8888681,465.1998155,463.6159456,461.8837774,804.8307685,808.0474471,812.0141839,815.735026,819.5197295,822.743583,.,.,.,.,.,.,109.6,110.2676571,110.9607714,111.7034285,112.4450294,113.1840606
1996.75,0,0,1443.5,352.4,8023,105.7062675,75.899,72.186,51.028,76.118,76.053,75.8425418,65.288,65.479,67.112,63.62,81.266,78.825,78.886,82.662,8023,5384.7,689.6,1268.3,3426.8,4695.1,1283.1,1248.5,910.6,238.6,1443.5,525.5,352.4,55.349,254.2556319,2.821,270878,0.676499963,0.519500017,239.834,12.89333344,128.0666656,158.6666718,128.4333344,107.919,110.589,7.916666508,4.976666451,0,0.185985118,0.38499999,468.5055553,466.4279442,465.1127774,463.503083,461.7783886,460.9091711,805.7972218,810.1982219,814.0249163,817.5744441,821.0725553,824.5776108,.,.,.,.,.,.,110.1,110.7197576,111.4102424,112.1315454,112.8457187,113.5796875
1997,0,0,1457.4,343.9,8137,106.3896552,76.483,72.913,52.411,76.581,76.671,76.41786189,66.812,66.758,68.825,63.835,81.411,77.764,76.352,83.534,8137,5467.1,705.6,1281.1,3480.4,4761.5,1320.6,1270.8,930.1,243,1457.4,523.6,343.9,55.98514,254.7410963,2.752,271585,0.676750004,0.519749999,241.359,13.01000023,127.9333344,159.6333313,128.5,108.59,111.205,8.069999695,5.059999943,0,0.191246033,0.386000007,467.0894731,466.6979733,465.8248945,464.868526,464.0579733,462.8501996,812.0999994,815.9158944,819.8577628,824.0185786,827.8732892,832.2637711,.,.,.,.,.,.,110.7,111.3243939,112.0069697,112.7148485,113.4429091,114.2418666
1997.25,0,0,1472.4,351.9,8276.8,106.6364327,77.617,73.208,52.242,76.623,77.191,76.80752095,71.078,68.196,70.533,64.643,82.116,79.142,78.151,83.832,8276.8,5504,696.6,1277.9,3529.5,4807.4,1385,1296.6,949.9,243.1,1472.4,533.5,351.9,56.63229,257.1597338,2.737,272342,0.676999986,0.519999981,242.717,13.06000042,127.5,160,127.1999969,108.758,112.102,8.186666489,5.046666622,0,0.191246033,0.386000007,458.7864857,458.2489997,457.4240283,455.7999996,453.5835997,451.8467997,813.8945942,818.4680267,822.092297,826.2882699,830.3257565,833.8615275,.,.,.,.,.,.,111.4114706,112.0558529,112.7211764,113.4128823,114.1455,114.9003636
1997.5,0,0,1477.9,350.2,8409.9,107.0084361,78.591,74.453,54.571,77.856,78.109,77.8080933,72.342,70.823,74.129,64.939,82.208,78.884,77.772,84.135,8409.9,5613.3,722.8,1297.7,3592.9,4890.6,1414.9,1346.9,995.6,255.1,1477.9,532.4,350.2,57.32989,258.0181403,2.74,273237,0.676999986,0.520249963,244.131,13.14333344,127.2000046,160.8000031,127.1999969,109.09,113.406,7.75666666,5.046666622,0,0.191246033,0.386000007,461.9857143,459.4637426,457.8873997,457.0349997,456.7019426,455.9244569,810.3999996,815.733514,819.9567997,824.1654282,828.757514,832.8127997,.,.,.,.,.,.,112.1684848,112.7500606,113.3881212,114.0710606,114.7732121,115.5035312
1997.75,0,0,1490,353.4,8505.7,107.4033386,79.194,75.305,55.964,78.404,78.904,78.53477176,73.497,71.431,74.725,65.606,82.344,78.776,78.199,84.419,8505.7,5698.1,737.1,1308.2,3652.8,4961,1434.1,1356.3,998.8,259.9,1490,534.4,353.4,58.076,259.194321,2.731,274126,0.676999986,0.520500004,245.276,13.31999969,127.3666687,161.6666718,127.5,109.429,115.577,7.436666965,5.089999676,0,0.191246033,0.386000007,458.7861103,458.4426942,457.8953607,457.8298053,457.2415831,456.5028053,814.5,818.2152775,822.4935274,826.8493331,830.7914997,835.0673608,.,.,.,.,.,.,112.66,113.218,113.8449117,114.4840882,115.1368235,115.8140294
1998,0,0,1482.6,334,8600.6,107.5854995,79.942,76.054,56.433,78.983,79.782,79.33124955,77.005,73.582,77.309,66.775,81.849,76.319,73.543,85.101,8600.6,5757.5,737.9,1307.3,3712.3,5019.6,1494.9,1389.9,1025,260.7,1482.6,519.5,334,58.86814,260.8522632,2.732,274838,0.676999986,0.520750046,246.962,13.39333344,126.1333313,162,125.0333328,109.501,117.748,7.253333569,5.053333282,0,0.191119865,0.386999995,459.4806451,458.0966535,458.1888843,458.1456151,457.9862689,457.8815196,819,823.0034228,827.2328074,831.5034613,835.4551151,839.6091196,.,.,.,.,.,.,113.1013793,113.6555714,114.2155,114.8099285,115.4262143,116.104
1998.25,0,0,1518.7,347.3,8698.6,107.8414599,80.661,77.362,59.31,79.959,80.755,80.30103031,76.084,76.146,80.139,68.782,83.628,78.419,76.359,86.686,8698.6,5870.2,769.8,1320.8,3779.6,5100.4,1471.5,1434.2,1055.8,277.7,1518.7,534.8,347.3,59.74192,261.8631486,2.692,275564,0.676999986,0.521000028,247.949,13.4333334,126.2666626,162.5333405,124.9333344,109.583,119.286,7.253333569,4.976666451,0,0.191119865,0.386999995,446.3555551,449.0819627,448.5187035,448.0478146,447.4189613,447.0918074,821.8999996,826.8630737,831.5801478,836.3084811,841.0649228,845.7281151,.,.,.,.,.,.,113.328,113.75792,114.21016,114.77088,115.38664,115.9644
